"words","term.freq","doc.freq"
"nanaya[1]pn",2,2
"nabu-nuru-nammir[1]pn",2,2
"ṣabbutanu[1]pn",2,2
"eriba-ilani[1]pn",3,2
"addati[1]pn",3,2
"bibiya[1]pn",2,2
"gurrutu[ewe]n",2,2
"mannu-ki-issar[1]pn",2,2
"ša-issar-dubbu[1]pn",2,2
"nabu-rim-ilani[1]pn",2,2
"nadin-aya[1]pn",2,2
"sin-šar-ilani[1]pn",2,2
"se-gabbari[1]pn",2,2
"šar-aššur[1]pn",2,2
"šarrani[1]pn",2,2
"kubabu-eriba[1]pn",2,2
"nabuti[1]pn",2,2
"ammi-ramu[1]pn",2,2
"hambi[1]pn",2,2
"šahuppa[1]gn",2,2
"seʾ-barakka[1]pn",2,2
"hāmū[chaff]n",2,2
"hulli[1]pn",2,2
"makkame[1]pn",2,2
"gir-ṣapunu[1]pn",2,2
"hanṭu[1]pn",2,2
"mami[1]pn",2,2
"haruranu[1]pn",5,2
"salilanu[1]pn",5,2
"abdi-kububi[1]pn",6,2
"nergal-šallimanni[1]pn",2,2
"šāpiru[giver-of-instructions]n",2,2
"gildu[(animal)-hide]n",2,2
"belet-ṣeri[1]dn",2,2
"habil-kenu[1]pn",2,2
"iqisu[1]pn",2,2
"šamaš-šumu-iddina[1]pn",2,2
"aduru[1]pn",2,2
"nabu-qišanni[1]pn",2,2
"il-nuri[1]pn",2,2
"seʾimme[1]pn",2,2
"ahi-yababa[1]pn",3,2
"adda-saka[1]pn",2,2
"dunnu[1]gn",2,2
"risaya[1]pn",2,2
"kalbu[1]pn",2,2
"kiṣirtu[1]gn",3,2
"ubru-sebetti[1]pn",2,2
"pattu[canal]n",2,2
"sin-balassu-iqbi[1]pn",2,2
"himari[1]pn",2,2
"bir-šamaš[1]pn",2,2
"hatanu[in-law]n",4,2
"šamaš-kenu-uṣur[1]pn",2,2
"imanni-il[1]pn",2,2
"apladad-ilaʾi[1]pn",2,2
"ikkaru[1]pn",3,2
"ša-epinni[plowman]n",2,2
"hatarikka[1]gn",2,2
"ribaya[1]pn",2,2
"ubbuku[1]pn",2,2
"mannu-lisamme[1]pn",2,2
"ahu-damqu[1]pn",2,2
"mamu-iqbi[1]pn",2,2
"muqalli[1]pn",3,2
"nabu-bani-apli[1]pn",2,2
"il-kabar[1]pn",3,2
"bel-isseʾa[1]pn",2,2
"banunu[1]pn",2,2
"kusisi[1]pn",2,2
"kakkussu[1]pn",2,2
"azi[1]pn",2,2
"adda-nagi[1]pn",2,2
"qibit-issar[1]pn",2,2
"zabayu[1]pn",2,2
"tatti[1]pn",2,2
"aia-ahhe[1]pn",2,2
"kiššati[world]n",2,2
"partama[1]pn",3,2
"sananu[1]pn",2,2
"nabu-nashir[1]pn",2,2
"il-maʾadi[1]pn",2,2
"ullu[1]pn",2,2
"qibit-aššur[1]pn",2,2
"aššur-šumu-uṣur[1]pn",2,2
"qurdi-issar-lamur[1]pn",2,2
"hinnumu[1]pn",10,2
"urdu-gula[1]pn",2,2
"daniati-il[1]pn",2,2
"natan[1]pn",2,2
"ramman-dala[1]pn",2,2
"tabni-issar[1]pn",4,2
"rehati[1]pn",2,2
"kakia[1]pn",2,2
"idraya[1]pn",4,2
"šer-uarri[1]pn",2,2
"v-{d}im-a-ni-nu[itti-adad-anenu]1",2,2
"šarru-iqbi[1]pn",2,2
"namu[1]pn",2,2
"kabar-il[1]pn",2,2
"kar-mullissu[1]gn",2,2
"malezazi[1]pn",2,2
"il-malak[1]pn",3,2
"hanṭasanu[1]pn",2,2
"marduk-šumu-uṣur[1]pn",2,2
"banitu-tereš[1]pn",2,2
"šer-ilaʾi[1]pn",2,2
"bitati[1]pn",2,2
"v-10-a-ni-nu[itti-adad-anenu]1",2,2
"ṭab-šar-adad[1]pn",2,2
"abdunu[1]pn",3,2
"minu-ahṭi-ana-ili[1]pn",3,2
"gugi[1]pn",2,2
"hanunu[1]pn",2,2
"hazala[1]pn",2,2
"zabda[1]pn",2,2
"nabu-deni-amur[1]pn",2,2
"menaheme[1]pn",4,2
"abi-rahi[1]pn",3,2
"šumma-adad[1]pn",2,2
"idduʾa[1]pn",2,2
"kar-apladad[1]gn",2,2
"abi-danu[1]pn",2,2
"adunu-izzi[1]pn",3,2
"ibašši-ilu[1]pn",2,2
"il-pada[1]pn",3,2
"yannuqu[1]pn",2,2
"ṭab-bet-issar[1]pn",2,2
"abdaya[1]pn",3,2
"šamaš-isseʾa[1]pn",2,2
"amidu[1]gn",2,2
"nahiri[1]pn",3,2
"abi-yaqar[1]pn",5,2
"yadiʾ[1]pn",2,2
"adad-šumu-iddina[1]pn",2,2
"pan-nabu-ṭemi[1]pn",2,2
"aba-il[1]pn",5,2
"adda-kabar[1]pn",3,2
"libušu[1]pn",2,2
"šēdu[protective-deity]n",5,2
"ubbulu[dried-(out)]aj",2,2
"erkallu[underworld]n",3,2
"ahu-leʾuti[1]pn",2,2
"supuri-eddete[1]gn",2,2
"hamnanu[1]pn",2,2
"adad-ilaʾi[1]pn",2,2
"ahušina[1]pn",2,2
"ubru-nergal[1]pn",2,2
"ṭusi[1]pn",2,2
"aššur-eṭir[1]pn",2,2
"šarru-ibni[1]pn",2,2
"nabu-nadin-šumi[1]pn",2,2
"aqaba[1]pn",2,2
"til-nahiri[1]gn",2,2
"abša[1]pn",2,2
"papa[1]pn",2,2
"nušhu-salahanni[1]pn",2,2
"seʾ-hari[1]pn",2,2
"naʾdi-adad[1]pn",2,2
"kapar-ildiši[1]gn",2,2
"iddinaya[1]pn",2,2
"allānu[oak]n",2,2
"maʾuttu[subsistence?-(field)]n",2,2
"ša-kubšēšu[turban-purveyor]n",2,2
"uarbis[1]pn",2,2
"daʾʾinanni-nergal[1]pn",4,2
"zili[1]pn",3,2
"nabu-ayali[1]pn",2,2
"šumma-izbu[(anomaly-omen-series)]n",4,2
"paššu[anointed]aj",2,2
"nikkal-iddina[1]pn",2,2
"kimahhu[grave]n",2,2
"kilizaya[from-kilizi]en",2,2
"zuqaqipu[scorpius]cn",4,2
"egû[be(come)-lazy]v",2,2
"alluttu[cancer]cn",2,2
"panû[face]v",3,2
"bel-ipuš[1]pn",3,2
"sapāhu[scatter]v",2,2
"kūnu[firmness]n",2,2
"atmanu[cella]n",2,2
"izzirtu[curse]n",3,2
"nazru[cursed]aj",3,2
"šipku[heaping-up]n",2,2
"amurru[1]dn",2,2
"anāhu[be(come)-tired]v",2,2
"šērtu[morning]n",3,2
"labbanat[1]gn",3,2
"nergal-šallim[1]pn",3,2
"tallulu[equipped]aj",2,2
"quʾʾû[await]v",2,2
"aklu[overseer]n",2,2
"liginnu[(a-type-of)-tablet]n",2,2
"šanduppu[ring]n",3,2
"lū[or]cnj",7,2
"rahāṣu[flood]v",2,2
"magarru[wheel]n",2,2
"nissatu[wailing]n",2,2
"muškēnu[dependant]n",2,2
"baʾlu[large]aj",4,2
"mūdânūtu[knowledge]n",2,2
"agru[aries]cn",2,2
"upnu[(cupped)-hand]n",2,2
"zappu[pleiades]cn",3,2
"watru[extra]aj",2,2
"medû[be(come)-visible]v",2,2
"yâši[to-me]ip",2,2
"abūbu[flood]n",3,2
"magru[agreed]aj",2,2
"karāmu[grasp]v",2,2
"dagan[1]dn",2,2
"diquqina[1]gn",2,2
"rāṭu[water-channel]n",2,2
"sikkūru[bolt]n",2,2
"ṣâdu[melt-(down)]v",2,2
"kurību[(an-ethereal-spirit)]n",2,2
"takkussu[reed-stem]n",2,2
"qīlu[burning]n",4,2
"hibṣu[swelling]n",2,2
"tarbītu[enlargement]n",3,2
"āṣītu[exit]n",2,2
"suqtu[chin]n",2,2
"šārtu[hair]n",2,2
"hillu[covering]n",2,2
"tayyāru[return-(from-offerings)]n",2,2
"babu[1]dn",2,2
"maštaku[chamber]n",2,2
"bel-matati[1]dn",2,2
"ammîša[there]av",2,2
"šēlebu[fox]n",2,2
"huddaya[1]pn",6,2
"qāru[(an-ornament)]n",2,2
"šeruʾa-eṭerat[1]pn",2,2
"paršumu[outlive]v",2,2
"maqlūtu[burn(ing)]n",2,2
"nuhšu[abundance]n",2,2
"ambassu[(game-)park]n",2,2
"šukuttu[adornment]n",2,2
"qallalu[very-small]aj",2,2
"qannasusi[1]pn",2,2
"tallakku[cart]n",2,2
"qabaltīu[central]aj",3,2
"dilibat[venus]cn",2,2
"išum[1]dn",2,2
"quppu[box]n",2,2
"guršu[chapel]n",2,2
"palāsu[look-(at)]v",2,2
"līpu[descendant]n",3,2
"bit-kari[1]gn",2,2
"adda-natan[1]pn",2,2
"iddin-aya[1]pn",2,2
"šalṭu[authoritative]aj",2,2
"kašdu[reached]aj",2,2
"kalû[lamentation-priest]n",2,2
"lummudu[taught]aj",2,2
"nabu-kudurri-uṣur[1]pn",2,2
"kalītu[kidney]n",3,2
"takmīsu[(meaning-uncertain)]n",2,2
"agru[hireling]n",3,2
"nabu-epuš[1]pn",3,2
"paššūru[table]n",2,2
"sarruru[pray-to]v",2,2
"urāsūtu[rôle-of-foreman]n",2,2
"hisītu[maltreatment]n",2,2
"dummuqu[very-good]aj",2,2
"bīʾu[outlet]n",2,2
"agurru[baked-brick]n",3,2
"eperu[earth]n",2,2
"sīru[(wall-)plaster]n",2,2
"ahzu[taken]aj",3,2
"nabu-ahhe-bulliṭ[1]pn",2,2
"sunqu[famine]n",2,2
"takālu[trust]v",2,2
"kigallu[pedestal]n",2,2
"balaṭu[1]pn",2,2
"kizû[animal-trainer]n",2,2
"sarru[false]aj",2,2
"nesû[be(come)-distant]v",2,2
"ṭerû[penetrate]v",4,2
"ēdu[single]aj",2,2
"mehṣu[blow]n",3,2
"dalālu[praise]v",3,2
"nīqu[sacrifice]n",2,2
"eridu[1]gn",3,2
"bel-ušabši[1]pn",2,2
"nargallu[chief-musician]n",3,2
"bazuzu[1]pn",2,2
"lahiraya[lahiraean]en",3,2
"yamani[1]pn",3,2
"marduk-leʾi[1]pn",2,2
"šamaš-dala[1]pn",2,2
"uqur-ahhe[1]pn",2,2
"uznanu[1]pn",2,2
"šamaš-daʾʾinanni[1]pn",2,2
"takilati[1]pn",2,2
"rapa[1]pn",4,2
"arbail-šarrat[1]pn",2,2
"kusayu[1]pn",2,2
"kiṣir-nabu[1]pn",2,2
"abdi-samsi[1]pn",2,2
"urdu-baniti[1]pn",2,2
"šarru-šumu-kaʾʾin[1]pn",2,2
"aššur-kettu-iram[1]pn",2,2
"abu-lešir[1]pn",3,2
"nabu-šaliṭ[1]pn",2,2
"akkullu[hatchet]n",4,2
"bani-ahhe[1]pn",3,2
"aširu[1]pn",2,2
"nušku-ahu-iddina[1]pn",2,2
"aššur-mušallim[1]pn",2,2
"se-ili[1]pn",2,2
"issar-dur-qalli[1]pn",2,2
"aššur-uballiṭ[1]pn",3,2
"mannu-ki-ili[1]pn",2,2
"arbitehi[1]pn",4,2
"sariuni[1]pn",2,2
"kukkullayu[1]pn",3,2
"mar-šarri-ilaʾi[1]pn",2,2
"sin-uballiṭ[1]pn",2,2
"atamar-aššur[1]pn",2,2
"ilu-šumu-kaʾʾin[1]pn",2,2
"qamû[burn]v",2,2
"ša-husīni[husinnu-man]n",2,2
"buraqa[1]pn",2,2
"gilgameš-edašu-šakšid[1]pn",2,2
"mannu-ka-seʾ[1]pn",2,2
"maganiṣi[1]gn",3,2
"apladad-killanni[1]pn",2,2
"reṣa[1]pn",2,2
"busi-ili[1]pn",2,2
"ubraki[1]pn",2,2
"nabu-dur-beli[1]pn",2,2
"nabu-tabni-uṣur[1]pn",2,2
"samanaya[samanean]en",2,2
"aššur-šumu-iddina[1]pn",2,2
"sapiku[1]pn",3,2
"bulalu[1]pn",2,2
"pi-san-eši[1]pn",2,2
"indu[1]pn",2,2
"našuh-ayali[1]pn",2,2
"ṣerru[snake]n",2,2
"zuqiqīpu[scorpion]n",2,2
"nabu-dan[1]pn",2,2
"duri-aššur[1]pn",2,2
"bel-abuʾa[1]pn",2,2
"aššur-ahu-uṣur[1]pn",2,2
"sin-aplu-iddina[1]pn",4,2
"dayyanu-adad[1]gn",2,2
"kudāru[(a-kind-of-terrain)]n",3,2
"tartiba[1]pn",2,2
"hatpi-munu[1]pn",2,2
"issar-metu-balliṭ[1]pn",2,2
"kaššudu[1]pn",4,2
"marduk-naʾdi[1]pn",2,2
"samaku[1]pn",3,2
"udia[1]pn",2,2
"inurta-aplu-iddina[1]pn",2,2
"marduk-uballiṭ[1]pn",3,2
"nušku-emuranni[1]pn",2,2
"al-radi-imari[donkey-driver-town]gn",2,2
"kuti[1]pn",3,2
"abdi-milki[1]pn",2,2
"marduk-ahu-iddina[1]pn",2,2
"ahi-gedi[1]pn",2,2
"urdu-allaya[1]pn",2,2
"la-dagil-ili[1]pn",2,2
"šarru-duri[1]pn",2,2
"aššur-šallimšunu[1]pn",2,2
"sumaya[1]pn",2,2
"nušku-šarru-uṣur[1]pn",3,2
"puṭu-meheši[1]pn",4,2
"muttatu[half]n",2,2
"šamaš-zeru-iqiša[1]pn",5,2
"aduni-baʾal[1]pn",2,2
"nabu-isseʾa[1]pn",2,2
"mannu-ki-mat-aššur[1]pn",3,2
"bel-šimanni[1]pn",2,2
"la-qebu[1]pn",2,2
"ata[1]pn",2,2
"aya-ammu[1]pn",2,2
"il-gabbe[1]pn",2,2
"dur-illil[1]gn",2,2
"puhur-lešir[1]pn",2,2
"inurta-ahu-uṣur[1]pn",4,2
"lu-šalim[1]pn",2,2
"nabu-hamatuʾa[1]pn",2,2
"nabu-šumu-ibni[1]pn",2,2
"liphur[1]pn",2,2
"il-idri[1]pn",2,2
"rehanu[1]pn",2,2
"abdi-dada[1]pn",2,2
"ṣidqa[1]pn",4,2
"nabu-ilaʾi[1]pn",2,2
"šarru-isseʾa[1]pn",2,2
"attar-idri[1]pn",2,2
"asalluhi-šumu-iddina[1]pn",4,2
"nabu-tukulti[1]pn",2,2
"abdi-kurra[1]pn",3,2
"paršara[1]pn",2,2
"ayakki-ibni[1]pn",2,2
"putaya[1]pn",3,2
"hallabeše[1]pn",2,2
"kenu-ahhe[1]pn",2,2
"ṭab-dadi[1]pn",2,2
"dugul-ana-ili[1]pn",2,2
"aṣe[1]pn",3,2
"bel-šallim[1]pn",2,2
"urpu[cloud(s)]n",2,2
"haṭāṭu[dig-out]v",3,2
"zukkû[purified]aj",2,2
"har[1]gn",2,2
"pillat[1]gn",2,2
"nikkur[1]gn",3,2
"qabūtu[bowl]n",2,2
"šingibutu[1]gn",2,2
"karalla[1]gn",3,2
"karallaya[1]en",3,2
"baga-parna[1]pn",2,2
"šaparda[1]gn",2,2
"uaksatar[1]pn",2,2
"silītu[lie]n",2,2
"himsātu[wrongful-possessions]n",2,2
"bubilu[1]gn",3,2
"natbāku[pouring]n",2,2
"malakaya[1]en",2,2
"malaku[1]gn",2,2
"umman-mina[1]pn",2,2
"bur-sila[1]pn",2,2
"bit-haʾir[1]gn",5,2
"šatammūtu[post-of-šatammu]n",4,2
"kabātu[be(come)-heavy]v",3,2
"sapāqu[be(come)-sufficient]v",2,2
"rapāšu[be(come)-broad]v",3,2
"raʾbu[raging]aj",2,2
"labānu[spread]v",3,2
"turna[diyala]wn",2,2
"radmanu[1]pn",3,2
"isuqaya[1]en",2,2
"yasumu[1]pn",2,2
"akāšu[go]v",2,2
"luhutaya[1]en",2,2
"bêlu[rule-(over)]v",2,2
"kadammu[dungeon]n",2,2
"šahû[pig]n",2,2
"humhum[1]dn",3,2
"nunak[1]gn",2,2
"nabu-šarru-ibni[1]pn",2,2
"aradataya[1]en",2,2
"ālāyû[citizen]n",2,2
"sabhanu[1]gn",2,2
"kissik[1]gn",2,2
"guzummanu[1]gn",2,2
"kipre[1]en",2,2
"kasāru[block]v",2,2
"sadiru[1]gn",3,2
"anāqutu[she-camel]n",2,2
"duhnu[millet]n",2,2
"bâru[catch]v",2,2
"samku[bad]aj",2,2
"sarāhu[destroy]v",2,2
"kiništu[priesthood]n",2,2
"sāgu[(a-skirt)]n",2,2
"enūma[when]xp",2,2
"sulaya[1]pn",2,2
"kallātu[daughter-in-law]n",2,2
"zababa[1]dn",2,2
"ša-muhhi-huluhhi[overseer-of-white-frit]n",2,2
"arda[1]pn",2,2
"tuqnu[good-order]n",2,2
"bamba[1]pn",2,2
"bārûtu[lore-of-the-diviner]n",2,2
"lemēnu[be(come)-bad]v",2,2
"kusītu[robe]n",2,2
"baṭālu[cease]v",2,2
"nabu-zeru-uṣur[1]pn",2,2
"hallupu[armoured]aj",2,2
"lubbušu[clothed]aj",3,2
"marāṭu[scratch]v",3,2
"belet-kidmuri[1]dn",2,2
"šakrānû[drunkard]n",2,2
"baqāru[(lay)-claim-to]v",3,2
"kīnūtu[loyalty]n",2,2
"habāru[make-noise]v",2,2
"ṣehēru[be(come)-small]n",2,2
"sāru[fan]n",2,2
"zaʾānu[be(come)-adorned]v",2,2
"paʾe[1]pn",2,2
"idri-ahaʾu[1]pn",3,2
"akannaka[there]av",2,2
"ittu[peculiarity]n",2,2
"hatti[1]gn",2,2
"ṭarādu[send-off]v",2,2
"nabu-ahhe-lumur[1]pn",2,2
"hamranaya[hamaranean]en",2,2
"lihuataya[lihuatean]en",2,2
"šuptu[crush]n",2,2
"ruʾua[1]en",2,2
"dārītu[perpetuity]n",2,2
"daʾini[1]pn",2,2
"ilūtu[godhead]n",2,2
"nasqu[chosen]aj",2,2
"ahû[outside]aj",3,2
"nabû[name]v",2,2
"kašdu[achieved]aj",3,2
"nene[1]pn",2,2
"aqara[1]pn",2,2
"bit-tammeš-šamaʾ[1]gn",2,2
"kaṣû[be(come)-cold]v",2,2
"uppu[tube]n",2,2
"qatû[finished]aj",2,2
"sin-duri[1]pn",2,2
"qištiya[1]pn",2,2
"šarru-amuranni[1]pn",3,2
"nemed-laguda[1]gn",3,2
"liwītu[packaging]n",2,2
"mīlu[flood]n",2,2
"inurta-naṣir[1]pn",2,2
"adru[dark]aj",2,2
"šūmū[garlic]n",2,2
"mīnu[number]n",2,2
"kidinnû[protégé(e)]n",2,2
"qibi-bel[1]gn",4,2
"napālu[dig-out]v",2,2
"šupālû[lower]aj",2,2
"inanna[now]av",2,2
"mūdû[knowing]aj",3,2
"haʾil-il[1]pn",2,2
"isimmānu[ration-(of-flour-and-malt)]n",2,2
"attū-[belonging-to]av",2,2
"banitu[1]wn",4,2
"annu[(word-of)-consent]n",2,2
"qerbu[near]aj",2,2
"millû[word]n",2,2
"šapāku[heap-up]v",2,2
"kī[as;-like]prp",3,2
"harbu[deserted]aj",3,2
"rêmu[be(come)-merciful]v",2,2
"rēqu[distant]aj",2,2
"kīlu[enclosure]n",2,2
"urāku[rod]n",2,2
"buqurrû[legal-claim]n",2,2
"sapānu[flatten]v",2,2
"qīpu[believable]aj",2,2
"šeʾû[seek-(out)]v",2,2
"sulummê[peace-making]n",2,2
"napharu[total]n",2,2
"rēštû[first]aj",3,2
"kiṣiptu[calculation]n",2,2
"šaniānu[secondly]av",2,2
"kutaya[cuthaean]en",2,2
"belet-taddina[1]pn",5,2
"ēkâ[where?]qp",2,2
"paṭru[released]aj",2,2
"nārtu[female-musician]n",2,2
"reš[1]tn",2,2
"kunnūtu[care]n",2,2
"bit-imbiya[1]gn",3,2
"ṭabiya[1]pn",2,2
"anāqāte[she-camels]n",2,2
"sagibu[1]pn",2,2
"irʾanni[1]pn",2,2
"lehēmu[consume]v",2,2
"arāru[curse]v",2,2
"natannu[1]pn",4,2
"tubliaš[1]gn",2,2
"nabu-zeru-ušabši[1]pn",2,2
"il-yatanu[1]pn",2,2
"ṣidītu[(travel)-provisions]n",3,2
"rašu[1]gn",4,2
"dummuqu[1]gn",2,2
"buʾʾu[seek]v",2,2
"maruru[1]gn",5,2
"kamāsu[kneel]v",2,2
"zabadu[1]pn",4,2
"tilmun[bahrain]gn",2,2
"ṣurru[tyre]gn",3,2
"kimṣu[shin]n",2,2
"rāʾimānu[one-who-loves]n",2,2
"biri-[among]prp",2,2
"nabu-dini-amur[1]pn",2,2
"segû[roam]v",2,2
"šarru-hussanni[1]pn",2,2
"mīšaru[justice]n",2,2
"kubšu[headcloth]n",3,2
"nasāku[throw-(down)]v",2,2
"šutlumu[grant]v",2,2
"pāqidu[carer]n",2,2
"šāšu[him]ip",2,2
"bel-šumu-iškun[1]pn",2,2
"šimtu[mark]n",2,2
"nikiltu[skill]n",2,2
"qatû[finish]v",2,2
"bel-ahu-iddin[1]pn",4,2
"immû[tablet]n",2,2
"rēṣu[helper]n",2,2
"nikkal-iddin[1]pn",6,2
"ṣamādu[tie-up]v",2,2
"kayyamānû[reliable]aj",2,2
"zineni[1]pn",3,2
"nahal[1]gn",3,2
"dutaya[1]en",2,2
"qana[1]pn",2,2
"šehṭu[angry]aj",2,2
"nīšu[(oath-on-the)-life]n",2,2
"la[from]prp",2,2
"šumēlu[the-left]n",2,2
"sehû[rise-up]v",2,2
"pašīru[a-secret]n",2,2
"ša-muhhi-bīti[overseer-of-the-household]n",3,2
"medû[known]aj",4,2
"aššur-ereš[1]pn",3,2
"nabayataya[nabayatean]en",2,2
"bit-amukani[1]gn",5,2
"hurādu[soldier]n",2,2
"abunaya[1]pn",2,2
"araši[raši]gn",2,2
"tabalaya[tabalean]en",2,2
"nabu-ušešib[1]pn",2,2
"naparšudu[flee]v",2,2
"qan-ṭuppi[writing-reed]n",2,2
"nabu-damiq[1]pn",2,2
"harrānu[road]n",2,2
"šapāru[write]v",3,2
"nāpaltu[answer]n",2,2
"maqarrutu[bale-(of-straw)]n",3,2
"kupû[reed-thicket]n",2,2
"hindanaya[1]en",2,2
"ṣurraya[tyrean]en",2,2
"ṣidunu[sidon]gn",3,2
"matāhu[pick-up]v",2,2
"aya-nuri[1]pn",2,2
"aššur-naṣir[4]pn",2,2
"šaptu[lip]n",2,2
"ilku[(state)-service]n",4,2
"harammu[1]pn",2,2
"šâmu[buy]v",2,2
"dahinu[1]gn",2,2
"ursa[1]pn",3,2
"birdunu[1]gn",2,2
"ša-kallî[express-messenger]n",2,2
"gupnu[tree(-trunk)]n",3,2
"mazamuaya[1]en",4,2
"hindaraya[1]en",2,2
"barsipaya[borsippan]en",2,2
"šerʾānu[vein]n",3,2
"hagaranu[1]gn",2,2
"ammar[as-many-as]rel",3,2
"ultu[from]prp",2,2
"nabu-naṣir[3]pn",2,2
"aššu[concerning]prp",3,2
"ambati[1]pn",4,2
"yaʾudaya[judean]en",2,2
"hazzataya[gazaite]en",3,2
"amqarrunaya[ekronite]en",2,2
"aššur-nirka-daʾʾin[1]pn",2,2
"mušeṣi[1]pn",2,2
"mita[midas]pn",2,1
"arpaddaya[from-arpad]en",1,1
"šupêlu[exchange]v",1,1
"turtānūtu[position-of-commander-in-chief]n",1,1
"aširtu[check]n",1,1
"bītūtu[of-the-house]n",1,1
"urammu[1]gn",3,1
"banitu[1]dn",1,1
"marubištu[1]gn",1,1
"huṣṣu[reed-hut]n",1,1
"šumruṣu[very-painful]aj",1,1
"hadi[either]cnj",1,1
"balṭi-iqbi[1]pn",2,1
"zabbua[1]pn",1,1
"šakālu[(meaning-unknown)]v",1,1
"arzabiaya[arzabian]en",2,1
"nimraʾu[(a-garment)]n",1,1
"išpartu[female-weaver]n",1,1
"haṣbu[pottery]n",6,1
"maqartu[(a-kind-of-vessel)]n",6,1
"lattu[(a-container-of-standard-capacity)]n",5,1
"būṣu[fine-linen]n",1,1
"hasaya[hasaean]en",1,1
"kerku[roll]n",1,1
"nabu-mušallim[1]pn",3,1
"aššur-neše[aššur-of-lions]gn",1,1
"saraga[1]gn",2,1
"arzabia[1]gn",1,1
"lili[1]pn",1,1
"aššur-nadin-ahhe[1]pn",1,1
"ubase[1]gn",1,1
"maliasu[1]wn",1,1
"atbaru[basalt]n",1,1
"ariawate[1]gn",2,1
"lētu[cheek]n",3,1
"muṣallu[afternoon]n",1,1
"paqaha[1]pn",2,1
"gullutu[column-base]n",2,1
"hilāni[portico(ed-building)]n",1,1
"sarāmû[(an-archit.-fitting)]n",1,1
"zaqquru[built-high]aj",1,1
"eṣru[drawn]aj",1,1
"muštaʾʾûtu[leisure]n",1,1
"simanayu[1]pn",1,1
"kaspu[broken]aj",1,1
"qanšu[(meaning-uncertain)]n",1,1
"eṣdu[harvested]aj",1,1
"munuʾ[1]gn",3,1
"hallataya[hallatu]gn",1,1
"sinnu[1]gn",1,1
"urabu[1]en",1,1
"lurisite[1]gn",1,1
"nākisu[woodcutter]n",1,1
"surmarrati[samarra]gn",1,1
"aklu[eaten]aj",1,1
"harāṭu[feed-on?]v",2,1
"daprānu[juniper]n",2,1
"qatāru[smoke]v",2,1
"me-ṭabute[1]gn",1,1
"amantu[1]gn",1,1
"kapar-diqarate[1]gn",1,1
"qurani[1]gn",1,1
"alu-ša-tamkari[merchant-town]gn",1,1
"šitabni[1]gn",1,1
"sili[1]pn",1,1
"sadiru[1]pn",4,1
"enšu[weak]aj",1,1
"katāru[get-(as)-help]v",1,1
"tūʾamtu[twin]n",1,1
"karintu[(meaning-unknown)]n",3,1
"ziziru[1]pn",1,1
"šalāʾu[deceive]v",1,1
"marqasaya[marqasian]en",3,1
"sanda-pi[1]pn",1,1
"kuza[1]pn",1,1
"ša-sāgātēšu[kilt-dealer]n",1,1
"ubru-babili[1]pn",1,1
"birhu[(meaning-unknown)]n",2,1
"mušlu[similar]aj",1,1
"kīniš[reliably]av",1,1
"šadālu[be(come)-wide]v",1,1
"kippu[loop]n",1,1
"huhāru[bird-snare]n",1,1
"tābiu[lifted]aj",1,1
"hasāpu[tear-away]v",1,1
"parak-šimati[throne-of-destiny]tn",1,1
"issar-tašme[1]dn",1,1
"šuguraya[šugurean]en",1,1
"hamudu[1]gn",1,1
"wabru[stranger]n",1,1
"šākiru[drunkard]n",1,1
"nergal-balliṭ[1]pn",1,1
"luqaše[1]gn",1,1
"ṣipru[point]n",1,1
"gaṣṣatu[firewood]n",1,1
"huppu[(a-kind-of-basket)]n",1,1
"hesa[1]gn",2,1
"yaʾiru[1]pn",1,1
"ašapi[1]pn",1,1
"maniʾ[1]gn",1,1
"hadina[1]wn",1,1
"yasubuqu[1]gn",1,1
"gumakillu[(a-wooden-item)]n",1,1
"abattu[1]pn",1,1
"qanni[1]pn",1,1
"hanniqu[strangler]n",1,1
"nipur[1]gn",1,1
"aššur-dalal[1]pn",1,1
"adad-abuʾa[1]pn",1,1
"napšu[life]n",1,1
"ṣil-šamaš[1]pn",1,1
"bel-deni-amur[1]pn",1,1
"nampigu[1]gn",1,1
"qipanu[1]gn",1,1
"melidi[1]gn",1,1
"til-turi[1]gn",1,1
"seʾ-lukidi[1]pn",2,1
"šamāṭu[tear-away]v",1,1
"dadi-suri[1]pn",1,1
"raʾsunu[1]pn",2,1
"perku[injustice]n",1,1
"akiltu[expended-goods]n",1,1
"epa[1]pn",1,1
"tarqunani[1]gn",1,1
"duru[1]gn",1,1
"kannu[(vessel‑)stand]n",1,1
"taʾʾumu[double]aj",2,1
"kursimtu[scale]n",1,1
"erra-gamil[1]pn",1,1
"harurtu[throat]n",1,1
"šiddi-nārāya[riverside-people]n",1,1
"kašāru[restore]v",1,1
"adad-iriba[1]pn",1,1
"middatu[measure]n",1,1
"galṣabri[1]gn",1,1
"tarriki-hallu[1]pn",1,1
"adad-nuri[1]pn",1,1
"ṭabtaya[1]gn",1,1
"munnagru[hired-man]n",1,1
"v-e-niš[ištēniš]together",1,1
"samnuha-bessunu[1]pn",1,1
"halzu[1]gn",1,1
"zabina-ili[1]pn",1,1
"duqdu[almond-(tree)]n",1,1
"supurgillu[quince]n",1,1
"angāšu[plum-(tree)]n",1,1
"laqe[1]gn",1,1
"nurmû[pomegranate]n",1,1
"adda-šumki[1]pn",1,1
"labarmu[1]pn",1,1
"appa[1]pn",1,1
"sinu[from-sinu]en",1,1
